,Brand,Name of the product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
147,Epiphone,"Epiphone Les Paul Express""Travel-Size"" Electric Guitar, Ebony","14,990",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Epiphone-Express-Travel-Size-Electric-Guitar/dp/B00I056PAG/ref=sr_1_124?keywords=guitar&qid=1691287324&sr=8-124
148,YAMAHA,"YAMAHA Pacifica012 Electric Guitar, Red Metallic",-,Returns Policy,-,"Currently unavailable.
We don't know when or if this item will be back in stock.",https://www.amazon.in/Yamaha-PAC012-Electric-Guitar-Metallic/dp/B000MLY7XS/ref=sr_1_125?keywords=guitar&qid=1691287324&sr=8-125
149,YAMAHA,Yamaha 22.8 Inches Merantiwood Classical Guitar C40//02 (Brown),-,Returns Policy,-,,https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_126?keywords=guitar&qid=1691287324&sr=8-126
150,Medellin,"Medellin Acoustic Guitar + (Free online learning Course) Neon Green with Strings,Bag,Picks and guitar strap.","2,499",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Medellin-Acoustic-Guitar-learning-Strings/dp/B0CCNS2NDX/ref=sr_1_127?keywords=guitar&qid=1691287324&sr=8-127
151,C M enterprise,C M enterprise 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound (Guitar),-,Returns Policy,-,,https://www.amazon.in/enterprise-Acoustic-D%C3%A9cor-Guitar-Educational/dp/B0CBPG62KK/ref=sr_1_128?keywords=guitar&qid=1691287324&sr=8-128
152,Fender,"Fender 0971210521 (FA-125 Dreadnought w/bag, Walnut Fingerboard, Natural)","11,999",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Fender-Alternative-String-Acoustic-971210521/dp/B07LD8RZVR/ref=sr_1_129?keywords=guitar&qid=1691287324&sr=8-129
153,JUAREZ,"Juarez Acoustic Lindenwood Guitar, 38 Inches Cutaway With Pick Guard, 38C/RDS With Bag, Strings, Pick And Strap, Red Sunburst","2,609",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Acoustic-Cutaway-RDS-Strings-Sunburst/dp/B076QGY91P/ref=sr_1_130?keywords=guitar&qid=1691287324&sr=8-130
154,Kadence,Kadence professional Guitar A311 Black,"6,999",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-6-strings-Acoustic-Guitar-Natural/dp/B07JKYWGJN/ref=sr_1_131?keywords=guitar&qid=1691287324&sr=8-131
155,Fender,"Fender FA-125 Dreadnought Acoustic Guitar With Gig Bag, Polishing Cloth & E-Book","12,199",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Fender-CD-60SCE-Electro-Acoustic-Gig-Bag-Polishing/dp/B084BYHZKS/ref=sr_1_132?keywords=guitar&qid=1691287324&sr=8-132
156,Washburn,Washburn WD10 Dreadnought Acoustic Guitar - Natural (WD10S),"11,489",7 days Replacement,"Friday, 11 August",Only 2 left in stock,https://www.amazon.in/Washburn-WD10-Dreadnought-Acoustic-Guitar/dp/B003EYV7Y2/ref=sr_1_133?keywords=guitar&qid=1691287324&sr=8-133
157,Kadence,"Kadence Frontier Series,Black Acoustic Guitar With Die Cast Keys Super Combo (Capo, Bag, strap, strings and 3 picks)","5,899",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Foldable-Strings/dp/B01CJJG882/ref=sr_1_134?keywords=guitar&qid=1691287324&sr=8-134
158,Fender,Fender Squier 39 Inch 6 String Cutaway Acoustic Guitar Hardwood Fretboard-Natural Sa 135C Right-Hand One Of The Most Reputed Guitar Brands In The World,"7,400",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Fender-String-Cutaway-Acoustic-Guitar/dp/B07YX5W8MV/ref=sr_1_135?keywords=guitar&qid=1691287324&sr=8-135
159,YAMAHA,"Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(BK)","9,490",7 days Replacement,"Thursday, 10 August",Only 1 left in stock,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B09HSHGD3B/ref=sr_1_136?keywords=guitar&qid=1691287324&sr=8-136
160,Fender,Fender Acoustic Guitar Dreadnought Cd60 V3 Natural 970110521 Right-Hand One Of The Most Reputed Guitar Brands In The World,"12,453",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RL6VG3H/ref=sr_1_137?keywords=guitar&qid=1691287324&sr=8-137
161,Epiphone,Epiphone PRO 1 Acoustic Guitar Natural,"13,639",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Epiphone-PRO-Acoustic-Guitar-Natural/dp/B019XV896I/ref=sr_1_138?keywords=guitar&qid=1691287324&sr=8-138
162,Blueberry,"BLUEBERRY,VIP-403, 40Inch TrussRod Acoustic Guitar Basswood With Bag, Belt, String Sets And 2 Picks","4,490",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/BLUEBERRY-VIP-403-TrussRod-Acoustic-Basswood/dp/B0BVZ3XYXW/ref=sr_1_139?keywords=guitar&qid=1691287324&sr=8-139
163,YAMAHA,"Yamaha Electric-Acoustic Guitar FX280 Dreadnought With Mexa Sponge Guitar Bag, Belt,Plectrums.","12,499",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Yamaha-Electric-Acoustic-FX280-Dreadnought-Plectrums/dp/B09HSHNR6R/ref=sr_1_140?keywords=guitar&qid=1691287324&sr=8-140
164,Kadence,"Kadence Slowhand Premium Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Solid Spruce Top)","15,499",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SSGVK6/ref=sr_1_141?keywords=guitar&qid=1691287324&sr=8-141
165,Blueberry,"Blueberry B-38C-Brown 38 Inch Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks","2,450",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/Blueberry-B-38C-Brown-Acoustic-Guitar-Strings/dp/B0B71BHDGQ/ref=sr_1_142?keywords=guitar&qid=1691287324&sr=8-142
166,JUAREZ,JUAREZ JRZ41C 41 Inch ACOUSTIC GUITAR WITH ACC (3TS SUNBURST),"4,089",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/JUAREZ-JRZ41C-ACOUSTIC-GUITAR-SUNBURST/dp/B07X1XQC4Z/ref=sr_1_143?keywords=guitar&qid=1691287324&sr=8-143
167,Kadence,Kadence GenZ Guitar (with Guitar learning course) Acoustic Guitar with Die Cast Keys and Bag (Lavender),"5,999",7 days Returnable,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Guitar-learning-Acoustic-Lavender/dp/B0CD4CNSPJ/ref=sr_1_144?keywords=guitar&qid=1691287324&sr=8-144
168,Intern,"Intern INT-38C-L-BLS Left Hand Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Blue","2,059",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Intern-INT-38C-L-BLS-Left-Acoustic-Guitar/dp/B07J4VX4D7/ref=sr_1_145?keywords=guitar&qid=1691287324&sr=8-145
169,Blueberry,"Blueberry B-D38 38 Incheses wood Acoustic Guitar Kit Inbuilt Truss Rod With Bag, Strap, One Pack Strings And Picks (Blue)","2,655",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/Blueberry-B-D38-Acoustic-Inbuilt-Strings/dp/B07PHYZZP1/ref=sr_1_146?keywords=guitar&qid=1691287324&sr=8-146
170,Blueberry,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)","4,290",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/Blueberry-Acoustic-Inbuilt-Strings-Classic/dp/B09VLF8B8G/ref=sr_1_147?keywords=guitar&qid=1691287324&sr=8-147
171,Blueberry,"Blueberry, VlP-405, 40Inch TrussRod Acoustic Guitar With Bag, Belt, String Set And 2 Picks (Classic Brown)","4,590",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/Blueberry-VlP-405-TrussRod-Acoustic-Classic/dp/B0BVZBL1VJ/ref=sr_1_148?keywords=guitar&qid=1691287324&sr=8-148
172,Cort,"Cort AF500C Standard Series Open Pore Cutaway Acoustic Guitar with Bajaao Gig-Bag, Polishing Cloth & E-Book","8,999",7 days Replacement,"Tuesday, 8 August",In stock,https://www.amazon.in/Cort-Standard-Gig-Bag-Polishing-Cloth/dp/B0C6QHTLKL/ref=sr_1_149?keywords=guitar&qid=1691287324&sr=8-149
173,JUAREZ,"Juârez JRZ38C/ASH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Ash with Bag, Strings, Picks and Strap","2,589",7 days Replacement,"Thursday, 10 August",In stock,https://www.amazon.in/Juarez-JRZ38C-ASH-Strings-Acoustic/dp/B072JTPNZC/ref=sr_1_150?keywords=guitar&qid=1691287324&sr=8-150
174,Kadence,"Kadence Astro Man Electric Guitar, with Free learning course 24 FRETS, H- S - S PICK UPS Walnut Top with Alder wood Back and Sides (white) With Amplifier","9,999",7 days Replacement,"Friday, 11 August",In stock,https://www.amazon.in/Kadence-Astro-Electric-Guitar-FRETS/dp/B09YHPH1MZ/ref=sr_1_151?keywords=guitar&qid=1691287324&sr=8-151
175,Fender,"Fender CD-60 0961545032, 6-Strings Acoustic Guitar, Right Handed, Sunburst, without Case","13,279",7 days Replacement,"Friday, 11 August",Only 2 left in stock,https://www.amazon.in/Fender-0961545032-6-Strings-Acoustic-Sunburst/dp/B00L91LC7O/ref=sr_1_152?keywords=guitar&qid=1691287324&sr=8-152
176,Gibz's guitar,"Gibz's Guitar FT-G41 Frontier Series 41"" Jumbo Semi Acoustic Guitar With Die Cast Keys, Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo (Black)","6,999",7 days Replacement,"Saturday, 12 August",Only 2 left in stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk0OTkxMjMxMDg1Nzk1OjE2OTEyODczMjQ6c3BfYnRmOjMwMDAyOTA0MDUyMjUzMjo6MDo6&url=%2FGibzs-FT-G41-Frontier-Acoustic-Strings%2Fdp%2FB0BY5DQV35%2Fref%3Dsr_1_153_sspa%3Fkeywords%3Dguitar%26qid%3D1691287324%26sr%3D8-153-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
177,Yellow and Green,NutCor Portable Electronic Musical Mini Guitar It's an Electronic Guitar Designed in a Mini Size for Easy Portability.,239,10 days Returnable,"Saturday, 12 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk0OTkxMjMxMDg1Nzk1OjE2OTEyODczMjQ6c3BfYnRmOjMwMDAxOTA3MzI4MTAzMjo6MDo6&url=%2FNutCor-Electronic-Musical-Mini-Guitar%2Fdp%2FB07GN9BVH1%2Fref%3Dsr_1_154_sspa%3Fkeywords%3Dguitar%26qid%3D1691287324%26sr%3D8-154-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
178,Guitar Bro,"GUITAR BRO - COMBO (Black Acoustic Rose Wood Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","8,999",7 days Replacement,11 - 14 August,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk0OTkxMjMxMDg1Nzk1OjE2OTEyODczMjQ6c3BfYnRmOjIwMDQ5MTI5MTM2MjAxOjowOjo&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07T84GC8L%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dguitar%26qid%3D1691287324%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
179,Blueberry,"Blueberry B-D38, 38 Inch Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Sunburst)","2,795",7 days Replacement,"Saturday, 12 August",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzk0OTkxMjMxMDg1Nzk1OjE2OTEyODczMjQ6c3BfYnRmOjIwMDc4MzM2ODg3Njk4OjowOjo&url=%2FBlueberry-B-D38-Acoustic-Inbuilt-Sunburst%2Fdp%2FB08LNP8KGS%2Fref%3Dsr_1_156_sspa%3Fkeywords%3Dguitar%26qid%3D1691287324%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
